loci,grch38_gene_name
chr17:78977613-78978447,LGALS3BP
chr17:56234321-56234827,ANKFN1
chr17:41150292-41150649,KRTAP9-7
chr17:70116274-70119998,KCNJ16
chr17:12877270-12877773,ARHGAP44
chr17:78896436-78896803,CEP295NL
chr17:19436788-19437692,NA
chr17:18965477-18965728,SLC5A10
chr17:20945912-20947069,LOC339260
chr17:78009076-78011084,TNRC6C
chr17:65040729-65041029,GNA13
chr17:46178149-46178943,KANSL1
chr17:7919021-7919867,NA
chr17:4699383-4699638,PELP1
chr17:61043325-61044408,BCAS3
chr17:1011844-1012968,ABR
chr17:78032277-78032572,TNRC6C
chr17:80737542-80737774,RPTOR
chr17:36665988-36667234,NA
chr17:33776553-33776888,ASIC2
chr17:8868469-8869372,NA
chr17:79360383-79361723,RBFOX3
chr17:46719360-46720234,NSF
chr17:72442927-72443194,LINC00673
chr17:79008929-79009762,CANT1
chr17:40718686-40719633,NA
chr17:16472074-16472800,LRRC75A
chr17:79655162-79655515,NA
chr17:52977866-52978307,NA
chr17:40250272-40250591,WIPF2
chr17:8029673-8030090,NA
chr17:19091581-19091830,NA
chr17:40805674-40805957,NA
chr17:40705176-40706983,NA
chr17:79868687-79869811,NA
chr17:42856596-42856847,AOC3
chr17:15165796-15166506,NA
chr17:7589290-7589503,SOX15
chr17:4634567-4635230,ALOX15
chr17:76446646-76446870,UBE2O
chr17:66031784-66032292,CEP112
chr17:74553220-74553912,NA
chr17:79377529-79377870,RBFOX3
chr17:62206971-62208050,NA
chr17:46641534-46642110,NSF
chr17:78193980-78194954,AFMID
chr17:42385810-42386393,STAT3
chr17:79026043-79026355,C1QTNF1-AS1
chr17:77020023-77020868,NA
chr17:57408787-57410145,MSI2
chr17:76164395-76165272,RNF157
chr17:66016119-66016359,CEP112
chr17:42785900-42786278,WNK4
chr17:36955256-36956380,AATF
chr17:80250226-80251057,SLC26A11
chr17:79448218-79448827,RBFOX3
chr17:7117596-7118085,NA
chr17:73105229-73106667,NA
chr17:29994-31868,NA
chr17:73851260-73852222,NA
chr17:62774366-62777797,MARCH10
chr17:60555507-60557168,NA
chr17:17584480-17586361,PEMT
chr17:80674547-80675236,RPTOR
chr17:80194424-80194777,CARD14
chr17:3289362-3290072,NA
chr17:80922368-80922812,RPTOR
chr17:8230195-8230941,CTC1
chr17:72918995-72921019,SLC39A11
chr17:28705363-28706818,PROCA1
chr17:71281865-71282608,NA
chr17:72426783-72428977,LINC00673
chr17:27070538-27071570,NA
chr17:17465135-17465397,NA
chr17:8380172-8380539,RPL26
chr17:47957926-47958147,NA
chr17:80814610-80814838,RPTOR
chr17:21953369-21954291,NA
chr17:170979-171340,DOC2B
chr17:34838512-34839163,NA
chr17:25680554-25681074,NA
chr17:42988741-42989148,RUNDC1
chr17:46675044-46675589,NSF
chr17:55038057-55038530,STXBP4
chr17:74378848-74382513,NA
chr17:56738847-56739097,NA
chr17:66192363-66195873,NA
chr17:3907378-3907703,P2RX1
chr17:46805553-46806148,WNT3
chr17:20687569-20687913,NA
chr17:15902500-15903688,NA
chr17:73511016-73513176,SDK2
chr17:30813177-30815239,CRLF3
chr17:40976159-40976421,NA
chr17:56595080-56595619,NOG
chr17:38443815-38444152,ARHGAP23
chr17:80206689-80206927,CARD14
chr17:4458183-4458984,SPNS3
chr17:80997085-80997507,CHMP6
chr17:46796234-46797292,WNT3
chr17:20492358-20492695,NA
chr17:45771107-45772993,MGC57346-CRHR1
chr17:79420144-79420437,RBFOX3
chr17:7227416-7227698,DVL2
chr17:1131877-1133367,ABR
chr17:75136325-75137730,HN1
chr17:38136650-38137490,TBC1D3H
chr17:16945384-16946317,TNFRSF13B
chr17:909981-910442,NXN
chr17:26988721-26989391,NA
chr17:78165077-78165293,C17orf99
chr17:79633256-79634230,NA
chr17:28443746-28444011,NA
chr17:77770672-77778468,NA
chr17:8126224-8126486,NA
chr17:32484007-32484280,NA
chr17:46627787-46628444,NSFP1
chr17:635203-636499,VPS53
chr17:75883803-75884328,NA
chr17:76354818-76357038,NA
chr17:41832717-41833195,NT5C3B
chr17:40269400-40269613,WIPF2
chr17:73974971-73975731,NA
chr17:1106812-1107379,ABR
chr17:16569938-16570517,NA
chr17:3867059-3868095,CAMKK1
chr17:77812991-77819081,NA
chr17:47633685-47633893,NA
chr17:19880676-19881633,NA
chr17:5185519-5185873,ZNF594
chr17:57287355-57287792,MSI2
chr17:80186135-80189990,CARD14
chr17:80012346-80012780,TBC1D16
chr17:79987983-79990315,TBC1D16
chr17:40427951-40429036,NA
chr17:38219084-38219880,LOC440434
chr17:73201326-73202122,COG1
chr17:6616422-6617471,KIAA0753
chr17:33569141-33570527,ASIC2
chr17:18266422-18267007,NA
chr17:99719-100301,NA
chr17:80211646-80213142,SGSH
chr17:617755-618559,VPS53
chr17:80366776-80367097,LOC100294362
chr17:12692737-12693690,LOC101928418
chr17:79485599-79486913,RBFOX3
chr17:1063942-1064304,ABR
chr17:15244705-15245126,PMP22
chr17:80008514-80010567,TBC1D16
chr17:37844112-37844481,YWHAEP7
chr17:6358414-6358955,NA
chr17:56064830-56066051,NA
chr17:26971782-26972481,NA
chr17:76395406-76395617,UBE2O
chr17:58196874-58198497,EPX
chr17:113664-113881,NA
chr17:61553834-61555063,NA
chr17:3571224-3572618,TRPV1
chr17:2951977-2952373,RAP1GAP2
chr17:78935043-78935307,NA
chr17:49197522-49198474,NA
chr17:41856470-41856687,KLHL11
chr17:38277760-38279504,NA
chr17:38573716-38574243,SRCIN1
chr17:1388686-1389730,YWHAE
chr17:26732175-26732391,NA
chr17:79678936-79679805,NA
chr17:56832961-56833986,C17orf67
chr17:65713768-65714268,CEP112
chr17:80541912-80542119,NA
chr17:39844833-39845950,IKZF3
chr17:34890466-34891480,NA
chr17:1944947-1945621,RTN4RL1
chr17:33734645-33734859,ASIC2
chr17:42015843-42016069,DNAJC7
chr17:71948478-71949255,NA
chr17:17067576-17067940,MPRIP
chr17:26684165-26684875,NA
chr17:79093076-79096677,RBFOX3
chr17:1173535-1174733,ABR
chr17:80545433-80545658,RPTOR
chr17:79614850-79615559,NA
chr17:30593198-30594033,LRRC37BP1
chr17:65989221-65989646,CEP112
chr17:8295899-8296320,NA
chr17:78449507-78452783,DNAH17
chr17:7893330-7893702,CHD3
chr17:15686218-15686474,NA
chr17:46655215-46655604,NSF
chr17:15466359-15466843,TVP23C-CDRT4
chr17:56356374-56357013,ANKFN1
chr17:2756101-2757938,NA
chr17:18966946-18967196,SLC5A10
chr17:41855634-41856346,KLHL11
chr17:33923588-33924144,ASIC2
chr17:78039291-78039547,TNRC6C
chr17:881733-883381,NXN
chr17:18761273-18761853,FBXW10
chr17:35872722-35873026,CCL5
chr17:1587787-1588400,SLC43A2
chr17:79102748-79102970,RBFOX3
chr17:72208474-72208902,NA
chr17:73124915-73125154,NA
chr17:65362343-65362837,NA
chr17:31254874-31255392,NF1
chr17:19247785-19248069,EPN2
chr17:17991080-17991581,DRC3
chr17:11143487-11145416,NA
chr17:80085040-80085333,CCDC40
chr17:80829533-80829871,RPTOR
chr17:5389390-5390283,NUP88
chr17:2658685-2659402,PAFAH1B1
chr17:17398248-17400346,NA
chr17:28618370-28619273,KIAA0100
chr17:64961007-64962321,NA
chr17:36575499-36575782,GGNBP2
chr17:61776890-61778733,BRIP1
chr17:72667195-72667710,SLC39A11
chr17:47928266-47929357,SP2-AS1
chr17:81045494-81045941,BAIAP2
chr17:8113632-8113966,ALOXE3
chr17:57183628-57184441,NA
chr17:29158878-29159423,MYO18A
chr17:78849401-78850933,NA
chr17:42906810-42908061,G6PC
chr17:8702342-8702824,NA
chr17:26578272-26578682,NA
chr17:43111525-43111732,BRCA1
chr17:78388437-78389722,PGS1
chr17:40827975-40828659,TMEM99
chr17:48624415-48624723,HOXB9
chr17:78079568-78079833,TNRC6C
chr17:34068043-34068668,ASIC2
chr17:18575709-18576477,CCDC144B
chr17:79966854-79967138,TBC1D16
chr17:9479007-9479225,STX8
chr17:80975646-80976250,NA
chr17:41278134-41278460,NA
chr17:80041653-80042027,CCDC40
chr17:46670522-46671458,NSF
chr17:77093291-77093805,SNHG20
chr17:1732834-1733612,WDR81
chr17:1390456-1390786,YWHAE
chr17:74722031-74723420,RAB37
chr17:79804259-79804488,NA
chr17:57642720-57643294,MSI2
chr17:36105334-36105583,CCL4L1
chr17:36338443-36338798,NA
chr17:22016769-22017189,NA
chr17:36412765-36413545,TBC1D3K
chr17:42015421-42015707,DNAJC7
chr17:42200521-42201543,STAT5B
chr17:81050692-81050986,BAIAP2
chr17:63555902-63557362,DCAF7
chr17:66097528-66098631,CEP112
chr17:38474197-38474980,ARHGAP23
chr17:77609915-77610298,NA
chr17:7671134-7671403,TP53
chr17:28927092-28928454,PHF12
chr17:63051893-63053355,TANC2
chr17:6917569-6918539,NA
chr17:79859808-79860963,NA
chr17:40332597-40333471,RARA
chr17:27915718-27916957,NA
chr17:40688033-40688745,NA
chr17:7339808-7340896,ACAP1
chr17:38935799-38936093,NA
chr17:13503829-13505559,HS3ST3A1
chr17:21743875-21744127,NA
chr17:39683908-39684599,PGAP3
chr17:1478047-1478259,MYO1C
chr17:56160754-56161494,ANKFN1
chr17:27346853-27347222,NA
chr17:47967873-47968409,NA
chr17:37856448-37856891,YWHAEP7
chr17:36102033-36104766,CCL4L1
chr17:31203451-31204185,NF1
chr17:77721246-77722497,NA
chr17:42767006-42767253,NA
chr17:40936445-40936668,KRT23
chr17:80533761-80534177,NA
chr17:58603022-58603710,TEX14
chr17:41392647-41393089,NA
chr17:79393341-79393742,RBFOX3
chr17:74878245-74878455,FADS6
chr17:46629553-46629816,NSFP1
chr17:72855621-72858012,SLC39A11
chr17:55162173-55163908,STXBP4
chr17:42287692-42288392,STAT5A
chr17:1028544-1028972,ABR
chr17:6898820-6900427,ALOX12P2
chr17:73870722-73870957,NA
chr17:46607804-46608390,NSFP1
chr17:49008487-49009155,IGF2BP1
chr17:79430500-79431137,RBFOX3
chr17:3527243-3527495,TRPV3
chr17:66507790-66508956,PRKCA
chr17:26219938-26220475,NA
chr17:7284223-7284687,SLC2A4
chr17:8791470-8792004,NA
chr17:4606984-4607722,SMTNL2
chr17:48503056-48503887,NA
chr17:34093571-34093836,ASIC2
chr17:42219153-42219616,STAT5B
chr17:27044168-27045049,NA
chr17:80621841-80622060,RPTOR
chr17:21454388-21454938,NA
chr17:18528376-18528714,NA
chr17:79518816-79519844,NA
chr17:15689697-15690227,NA
chr17:73030676-73031160,SLC39A11
chr17:7254622-7255808,ELP5
chr17:13399758-13400088,NA
chr17:39822214-39822435,IKZF3
chr17:42276906-42278143,NA
chr17:8079490-8080125,ALOX12B
chr17:46685244-46685449,NSF
chr17:3907993-3908377,P2RX1
chr17:41456142-41456373,NA
chr17:234438-236162,RPH3AL
chr17:80886863-80887390,RPTOR
chr17:79935137-79936051,TBC1D16
chr17:6023653-6024084,NA
chr17:79412470-79412789,RBFOX3
chr17:47590142-47590415,NPEPPS
chr17:2496493-2498023,METTL16
chr17:34746851-34747136,NA
chr17:4900357-4901798,CHRNE
chr17:38599270-38599524,SRCIN1
chr17:2275525-2275753,SMG6
chr17:81016044-81016295,NA
chr17:46569974-46570505,ARL17B
chr17:19551344-19552483,SLC47A1
chr17:79254407-79254608,RBFOX3
chr17:54587954-54588499,NA
chr17:1227520-1227761,NA
chr17:72915568-72916510,SLC39A11
chr17:4510554-4510777,SPNS2
chr17:79952828-79953104,TBC1D16
chr17:47301545-47302477,ITGB3
chr17:27046856-27047273,NA
chr17:32953153-32953801,NA
chr17:44656490-44657494,C17orf104
chr17:7253298-7253764,ELP5
chr17:43324689-43325729,NA
chr17:8065909-8066494,NA
chr17:27619491-27620393,KSR1
chr17:8024758-8026862,NA
chr17:60885408-60885857,BCAS3
chr17:73083866-73084495,SLC39A11
chr17:74261127-74262282,TTYH2
chr17:46824785-46825372,NA
chr17:29421595-29422067,TAOK1
chr17:76309952-76310551,NA
chr17:45810589-45811388,CRHR1
chr17:29885900-29887377,SSH2
chr17:73780846-73781308,LINC00469
chr17:80058665-80058884,CCDC40
chr17:46114573-46115059,KANSL1
chr17:80200604-80200876,CARD14
chr17:11923951-11924871,DNAH9
chr17:39019387-39020101,NA
chr17:43449054-43449286,NA
chr17:40932329-40933299,KRT23
chr17:42263945-42264804,STAT5B
chr17:25932497-25932712,NA
chr17:40086751-40087098,THRA
chr17:37729711-37730315,HNF1B
chr17:80329066-80330208,RNF213
chr17:78120322-78121543,TMC6
chr17:59493992-59494386,LINC01476
chr17:7199710-7200009,DLG4
chr17:36886108-36886525,NA
chr17:46620367-46621373,NSFP1
chr17:61615392-61616035,NA
chr17:18476039-18476323,NA
chr17:47438906-47439938,EFCAB13
chr17:16394833-16395843,NA
chr17:15602778-15603315,CDRT1
chr17:74944745-74944971,OTOP3
chr17:79917286-79920022,LOC101928766
chr17:18575136-18575353,CCDC144B
chr17:8152514-8152833,NA
chr17:47979465-47979740,CDK5RAP3
chr17:1808572-1808773,SMYD4
chr17:37307498-37307775,ACACA
chr17:16592835-16594147,NA
chr17:79183373-79183967,RBFOX3
chr17:45773451-45773695,MGC57346-CRHR1
chr17:71431621-71431878,NA
chr17:3474582-3474897,ASPA
chr17:78796078-78796392,NA
chr17:17910139-17910468,TOM1L2
chr17:46687527-46688730,NSF
chr17:42733486-42734626,EZH1
chr17:78857630-78857866,TIMP2
chr17:7738149-7739935,DNAH2
chr17:185075-185296,LOC100506371
chr17:2206517-2207248,SMG6
chr17:8012474-8012846,GUCY2D
chr17:80373276-80373490,LOC100294362
chr17:46827435-46827641,NA
chr17:62657409-62658858,MRC2
chr17:56591610-56592126,NA
chr17:75789326-75789553,UNK
chr17:8089878-8090107,NA
chr17:80361614-80362151,LOC100294362
chr17:17140117-17141080,MPRIP
chr17:40985007-40985922,KRT40
chr17:21414724-21415547,KCNJ12
chr17:31618345-31620465,NA
chr17:73257180-73258101,CPSF4L
chr17:2598251-2598800,PAFAH1B1
chr17:37607393-37607718,SYNRG
chr17:26698359-26699557,NA
chr17:45924598-45925807,MAPT
chr17:72838812-72839751,SLC39A11
chr17:19281000-19282541,EPN2
chr17:40335946-40336609,RARA
chr17:20945386-20945633,LOC339260
chr17:41363727-41364273,KRT33B
chr17:78921897-78922233,TIMP2
chr17:61627221-61628290,NA
chr17:80693067-80693729,RPTOR
chr17:7137358-7138133,NA
chr17:37761691-37763551,NA
chr17:46690390-46691055,NSF
chr17:40834791-40835098,TMEM99
chr17:40821935-40823573,TMEM99
chr17:8649003-8649513,NA
chr17:1358888-1359814,YWHAE
chr17:78082444-78082726,TNRC6C
chr17:80929062-80929354,RPTOR
chr17:17715696-17716219,RAI1
chr17:16438832-16439446,LRRC75A-AS1
chr17:3791944-3792153,ITGAE
chr17:45266251-45266974,MAP3K14-AS1
chr17:42402787-42403266,PTRF
chr17:18684525-18685009,NA
chr17:18585239-18585829,CCDC144B
chr17:61904726-61905184,INTS2
chr17:2415061-2415362,LOC284009
chr17:5000369-5001205,KIF1C
chr17:21116850-21118031,NA
chr17:34819844-34820754,NA
chr17:79674200-79674665,NA
chr17:738868-739377,FAM57A
chr17:21355954-21356418,NA
chr17:46631800-46632212,NSFP1
chr17:79894668-79895533,NA
chr17:39705045-39705332,ERBB2
chr17:18167174-18167777,MYO15A
chr17:17700870-17701080,RAI1
chr17:72999204-72999978,SLC39A11
chr17:78155252-78155455,C17orf99
chr17:27332268-27333188,NA
chr17:38020381-38020645,TBC1D3C
chr17:40935964-40936180,KRT23
chr17:18538247-18538813,CCDC144B
chr17:57298305-57298645,MSI2
chr17:33416129-33416578,ASIC2
chr17:3599052-3599551,TRPV1
chr17:156962-157220,DOC2B
chr17:80278861-80279563,RNF213
chr17:73500947-73501182,SDK2
chr17:7077021-7077888,CLEC10A
chr17:28562387-28563186,PIGS
chr17:80055179-80057276,CCDC40
chr17:78939963-78940182,NA
chr17:36908662-36909577,NA
chr17:7387280-7388326,TNK1
chr17:48796750-48797317,TTLL6
chr17:29814614-29815662,SSH2
chr17:47296969-47297314,ITGB3
chr17:61514752-61515386,NA
chr17:25676304-25676603,NA
chr17:44928287-44929690,KIF18B
chr17:3769663-3769874,ITGAE
chr17:47653211-47654369,KPNB1
chr17:21219991-21220412,NA
chr17:76777510-76778390,MFSD11
chr17:16520938-16521317,NA
chr17:78700827-78701124,CYTH1
chr17:56274392-56274598,ANKFN1
chr17:73569163-73569410,SDK2
chr17:48238772-48239073,SKAP1
chr17:63096756-63097000,TANC2
chr17:62961941-62962305,NA
chr17:80687379-80687926,RPTOR
chr17:75251958-75252180,GGA3
chr17:63133330-63133592,TANC2
chr17:80022655-80024178,TBC1D16
chr17:44344026-44344822,NA
chr17:40700164-40700859,KRT24
chr17:80960510-80963045,RPTOR
chr17:76136513-76137184,FOXJ1
chr17:18973757-18974077,FAM83G
chr17:72209669-72210290,NA
chr17:7369001-7369244,NA
chr17:7760281-7761680,DNAH2
chr17:4166705-4167353,ANKFY1
chr17:79913240-79913461,NA
chr17:33700989-33701657,ASIC2
chr17:41322972-41323363,NA
chr17:7193597-7193813,DLG4
chr17:40074291-40075380,THRA
chr17:80050625-80050881,CCDC40
chr17:79450924-79451657,RBFOX3
chr17:708319-708598,VPS53
chr17:4542715-4544934,MYBBP1A
chr17:4692249-4693977,PELP1
chr17:48450456-48450665,LOC101927166
chr17:1492086-1492322,MYO1C
chr17:40556632-40557537,CCR7
chr17:75242871-75243613,GGA3
chr17:8286376-8287336,NA
chr17:6347465-6348111,NA
chr17:3438841-3439046,NA
chr17:46894293-46894809,NA
chr17:48183257-48183478,SKAP1
chr17:1465159-1466312,MYO1C
chr17:8124704-8125188,NA
chr17:78798780-78799160,USP36
chr17:80332182-80333671,RNF213
chr17:78936611-78936890,NA
chr17:48680336-48680555,NA
chr17:57784754-57785108,NA
chr17:2627240-2628302,PAFAH1B1
chr17:47645365-47645833,NA
chr17:77914639-77914882,NA
chr17:3539318-3540484,TRPV3
chr17:40171931-40172281,CASC3
chr17:70587771-70589080,NA
chr17:71897970-71898420,NA
chr17:74667824-74668090,NA
chr17:899842-900763,NXN
chr17:78937837-78938396,NA
chr17:18150279-18151172,MYO15A
chr17:70120139-70120442,KCNJ16
chr17:58041846-58042463,NA
chr17:45908784-45909067,MAPT
chr17:26554244-26555018,NA
chr17:43198277-43198773,NBR1
chr17:59539362-59539834,NA
chr17:76454983-76455273,AANAT
chr17:40838849-40839062,NA
chr17:40835731-40836267,TMEM99
chr17:5019050-5019551,LOC102724009
chr17:36734659-36735246,NA
chr17:4439300-4439705,SPNS3
chr17:40950474-40950902,NA
chr17:80049116-80049444,CCDC40
chr17:19771609-19771814,ULK2
chr17:80818598-80818803,RPTOR
chr17:16487650-16487884,LRRC75A
chr17:29058408-29058957,NA
chr17:4401959-4403323,NA
chr17:15820620-15821325,NA
chr17:42431092-42432555,NA
chr17:58227241-58227720,NA
chr17:43096512-43097013,BRCA1
chr17:80827970-80828316,RPTOR
chr17:32366900-32367406,ZNF207
chr17:7905927-7907445,CHD3
chr17:27229475-27230178,NA
chr17:1799541-1799756,SMYD4
chr17:78789590-78789832,NA
chr17:80208196-80208439,CARD14
chr17:74235758-74237211,TTYH2
chr17:74068174-74068756,NA
chr17:1839989-1841209,RPA1
chr17:79259282-79259537,RBFOX3
chr17:4710014-4710960,ARRB2
chr17:78188317-78188571,AFMID
chr17:63534228-63534626,KCNH6
chr17:78321461-78321987,NA
chr17:41561040-41561370,NA
chr17:80401644-80401858,LOC100294362
chr17:35303284-35303572,NA
chr17:58212842-58213193,MKS1
chr17:62832769-62833528,NA
chr17:5347649-5347874,RABEP1
chr17:48206663-48207601,SKAP1
chr17:6915824-6916201,NA
chr17:42254134-42254603,STAT5B
chr17:78417835-78418089,PGS1
chr17:45786403-45786922,CRHR1
chr17:27406753-27408059,NA
chr17:80969748-80970160,NA
chr17:60501111-60501756,APPBP2
chr17:5342128-5342631,RABEP1
chr17:65240725-65242498,NA
chr17:7737136-7737443,DNAH2
chr17:62971515-62972293,NA
chr17:46691520-46692097,NSF
chr17:6459129-6459829,PITPNM3
chr17:3827795-3828137,NCBP3
chr17:36997448-36997661,AATF
chr17:55927212-55928098,NA
chr17:17206527-17207306,NA
chr17:35165323-35165983,UNC45B
chr17:27899511-27900067,NA
chr17:41446166-41446547,NA
chr17:58228061-58228361,NA
chr17:53922734-53923139,NA
chr17:45867103-45867744,MAPT-AS1
chr17:19770306-19771508,ULK2
chr17:14110197-14110574,COX10
chr17:80303446-80303715,RNF213
chr17:37910088-37911190,NA
chr17:76498807-76499075,RHBDF2
chr17:42061046-42061643,NA
chr17:27621169-27621455,KSR1
chr17:41910030-41910818,ACLY
chr17:56401728-56402343,ANKFN1
chr17:77997723-77997951,NA
chr17:34842308-34842930,NA
chr17:79283863-79284131,RBFOX3
chr17:36452840-36453141,TBC1D3G
chr17:62339803-62340799,NA
chr17:27312969-27313283,WSB1
chr17:48858635-48858938,CALCOCO2
chr17:46696553-46696926,NSF
chr17:8906236-8908080,PIK3R5
chr17:42852305-42853651,AOC3
chr17:79952141-79952494,TBC1D16
chr17:47647376-47647660,NA
chr17:1171408-1171946,ABR
chr17:72347924-72348322,NA
chr17:80649885-80650111,RPTOR
chr17:73900526-73901353,NA
chr17:36714408-36714825,NA
chr17:43860684-43862928,CD300LG
chr17:47022062-47022344,NA
chr17:252659-254355,RPH3AL
chr17:4981357-4981979,CAMTA2
chr17:29335397-29336452,NA
chr17:79899019-79899491,NA
chr17:27276219-27278877,NA
chr17:37307962-37308166,ACACA
chr17:74706465-74707067,CD300LF
chr17:50235175-50236466,NA
chr17:27939298-27940770,NA
chr17:152117-152438,DOC2B
chr17:46698880-46699083,NSF
chr17:78870137-78870443,TIMP2
chr17:46832109-46832632,NA
chr17:72352827-72353798,NA
chr17:25289487-25290432,NA
chr17:45055317-45056838,DCAKD
chr17:61523000-61524470,NA
chr17:46136649-46136969,KANSL1
chr17:1538415-1538851,PITPNA
chr17:79425847-79426169,RBFOX3
chr17:40837022-40837525,NA
chr17:13972630-13973085,NA
chr17:38953213-38953513,FBXO47
chr17:42147925-42148501,RAB5C
chr17:48422989-48423564,SKAP1
chr17:48917788-48918322,UBE2Z
chr17:73127196-73127995,NA
chr17:8191864-8192495,NA
chr17:3850714-3851133,NA
chr17:44343682-44343910,NA
chr17:48545570-48546900,HOXB-AS1
chr17:80231019-80231820,SLC26A11
chr17:48784561-48785331,TTLL6
chr17:17697710-17698063,RAI1
chr17:48649161-48649371,NA
chr17:41177336-41177593,KRTAP4-2
chr17:35290403-35290663,NA
chr17:78444483-78444703,DNAH17
chr17:43047547-43047954,BRCA1
chr17:62772908-62773184,MARCH10
chr17:38024145-38024637,TBC1D3C
chr17:78720000-78720227,CYTH1
chr17:74928710-74928922,OTOP2
chr17:53045603-53046368,NA
chr17:1419442-1420434,NA
chr17:73914006-73914376,NA
chr17:27918161-27918398,NA
chr17:1375216-1375460,YWHAE
chr17:54674873-54675232,NA
chr17:36719544-36719938,NA
chr17:73498099-73498390,SDK2
chr17:114060-114353,NA
chr17:45000214-45000698,NA
chr17:80251357-80251673,SLC26A11
chr17:42143654-42144096,RAB5C
chr17:51834650-51834900,CA10
chr17:77133927-77134175,SEC14L1
chr17:79981682-79981963,TBC1D16
chr17:37879653-37879859,YWHAEP7
chr17:56119-57232,NA
chr17:40464293-40464947,NA
chr17:17380175-17380416,NA
chr17:46801784-46802071,WNT3
chr17:72350346-72350711,NA
chr17:73266340-73268052,NA
chr17:30822917-30823210,CRLF3
chr17:78973056-78973293,LGALS3BP
chr17:8023960-8024239,NA
chr17:34510007-34510981,NA
chr17:7108304-7108654,ASGR2
chr17:66201166-66202196,NA
chr17:7982631-7983560,NA
chr17:26633894-26634470,NA
chr17:43697922-43698336,NA
chr17:49021856-49022279,IGF2BP1
chr17:291016-291264,RPH3AL
chr17:34811358-34811585,NA
chr17:3658426-3658685,CTNS
chr17:1163341-1163773,ABR
chr17:40558005-40558274,CCR7
chr17:74475239-74475452,CD300A
chr17:38497527-38498963,ARHGAP23
chr17:37557366-37558982,SYNRG
chr17:19014144-19014604,SLC5A10
chr17:1381746-1382043,YWHAE
chr17:1133496-1133753,ABR
chr17:80054171-80054392,CCDC40
chr17:30469332-30469942,CPD
chr17:29033009-29033351,NA
chr17:4500127-4500333,SPNS2
chr17:41116349-41116551,KRTAP9-7
chr17:36280473-36280700,LOC440434
chr17:64831193-64831574,PLEKHM1P
chr17:80397431-80397642,LOC100294362
chr17:80898985-80899313,RPTOR
chr17:18128577-18128821,MYO15A
chr17:74133639-74134114,NA
chr17:10101034-10102440,GAS7
chr17:1082376-1083833,ABR
chr17:81060685-81060925,BAIAP2
chr17:710581-710912,VPS53
chr17:44321465-44321793,SLC25A39
chr17:56736754-56736962,NA
chr17:20746783-20747635,NA
chr17:34062168-34062413,ASIC2
chr17:25783099-25784358,NA
chr17:46908301-46908844,NA
chr17:47652789-47653078,KPNB1
chr17:45569833-45570134,NA
chr17:44320998-44321238,SLC25A39
chr17:79828636-79830135,NA
chr17:26879239-26879787,NA
chr17:73559350-73559563,SDK2
chr17:44302108-44302522,RUNDC3A-AS1
chr17:80038871-80039250,CCDC40
chr17:42835776-42836242,PSME3
chr17:38256635-38257082,LOC440434
chr17:80671111-80671340,RPTOR
chr17:44848308-44849912,HIGD1B
chr17:42092143-42092432,NA
chr17:73738579-73738810,LOC100134391
chr17:21367114-21367592,NA
chr17:63119227-63119706,TANC2
chr17:46695325-46695553,NSF
chr17:47547371-47547884,NPEPPS
chr17:74554140-74554361,NA
chr17:20798957-20800112,NA
chr17:18161711-18162316,MYO15A
chr17:8279753-8280109,NA
chr17:78081350-78081738,TNRC6C
chr17:37331425-37331629,ACACA
chr17:11900442-11900984,DNAH9
chr17:80046054-80046330,CCDC40
chr17:7756572-7757652,DNAH2
chr17:38803944-38804703,CWC25
chr17:17124698-17124931,MPRIP
chr17:80195043-80195866,CARD14
chr17:17726855-17727282,RAI1
chr17:1412125-1412450,NA
chr17:85009-85414,NA
chr17:34797903-34798187,NA
chr17:43318429-43319243,NA
chr17:45400874-45401440,ARHGAP27
chr17:7365923-7366230,NA
chr17:79465815-79466241,RBFOX3
chr17:41176670-41176966,NA
chr17:36633823-36634177,NA
chr17:712977-713599,VPS53
chr17:73178062-73179242,NA
chr17:1391355-1391730,YWHAE
chr17:40839488-40840013,NA
chr17:73887196-73887397,NA
chr17:78442568-78442849,DNAH17
chr17:80887914-80888294,RPTOR
chr17:39913716-39914026,GSDMB
chr17:38501396-38501839,ARHGAP23
chr17:137328-137600,SCGB1C2
chr17:6558221-6558441,NA
chr17:17286964-17287372,NA
chr17:17061857-17062186,MPRIP
chr17:81047515-81047965,BAIAP2
chr17:53828422-53828738,NA
chr17:27503598-27504014,KSR1
chr17:74965089-74965303,HID1
chr17:79177057-79177273,RBFOX3
chr17:46184836-46185174,KANSL1
chr17:40937258-40937480,KRT23
chr17:1901126-1902197,NA
chr17:47337772-47337993,EFCAB13
chr17:14248391-14248721,NA
chr17:63557692-63557931,DCAF7
chr17:933026-933236,NXN
chr17:58216793-58217515,MKS1
chr17:46802790-46803076,WNT3
chr17:20755763-20756133,NA
chr17:45177258-45177755,NA
chr17:76250252-76250828,NA
chr17:38210767-38210975,LOC440434
chr17:20744130-20744846,NA
chr17:1657447-1657677,PRPF8
chr17:33894866-33895142,ASIC2
chr17:46800945-46801288,WNT3
chr17:3847999-3848570,NA
chr17:47091973-47092211,NA
chr17:77508695-77508978,NA
chr17:9066152-9066388,NTN1
chr17:44270337-44271499,NA
chr17:66131393-66131872,CEP112
chr17:22191801-22192068,NA
chr17:40119811-40120047,NA
chr17:43483097-43483454,NA
chr17:76348848-76349459,PRPSAP1
